precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
No Precipitation,15,182,Thriceday,Harvest,3,80,60,81,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),25,183,Fourday,Harvest,4,75,55,71,25,Prevailing Direction,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,10,184,Freeday,Harvest,5,80,60,75,10,Prevailing Direction,90,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,185,Godsday,Harvest,6,85,65,85,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,186,Moonday,Harvest,7,85,65,75,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,187,Twiceday,Harvest,8,85,65,80,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,188,Thriceday,Harvest,9,85,65,82,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,189,Fourday,Harvest,10,85,65,75,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,190,Freeday,Harvest,11,80,65,90,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,191,Godsday,Harvest,12,80,60,77,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,192,Moonday,Harvest,13,70,55,76,30,From Arctic,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,193,Twiceday,Harvest,14,70,55,77,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,194,Thriceday,Harvest,15,80,60,85,15,From Tropics,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,195,Fourday,Harvest,16,85,65,83,5,From Tropics,100,75,Normal,2.5,-,-,-,150,100,25,15
No Precipitation,20,196,Freeday,Harvest,17,80,60,75,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,197,Godsday,Harvest,18,80,65,89,5,Prevailing Direction,90,75,Normal,2.5,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),15,198,Moonday,Harvest,19,80,60,86,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,30,199,Twiceday,Harvest,20,70,55,86,30,From Arctic,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,200,Thriceday,Harvest,21,70,55,80,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,201,Fourday,Harvest,22,70,50,74,45,From Arctic,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,202,Freeday,Harvest,23,70,55,90,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),45,203,Godsday,Harvest,24,70,50,85,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,30,204,Moonday,Harvest,25,75,55,83,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),40,205,Twiceday,Harvest,26,70,50,73,40,From Arctic,70,50,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),30,206,Thriceday,Harvest,27,70,55,72,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,45,207,Fourday,Harvest,28,70,50,78,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,208,Freeday,Harvest,29,70,50,71,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,30,209,Godsday,Harvest,30,75,55,86,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,210,Moonday,Ambyrwoodmoon,1,75,55,51,30,Prevailing Direction,80,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),20,211,Twiceday,Ambyrwoodmoon,2,80,65,70,20,From Tropics,85,65,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
Heavy Rain (<1.5 inch),10,212,Thriceday,Ambyrwoodmoon,3,85,65,61,10,Prevailing Direction,95,70,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),20,213,Fourday,Ambyrwoodmoon,4,80,60,70,20,From Arctic,85,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
Moderate Rain (<3/4 inch),30,214,Freeday,Ambyrwoodmoon,5,75,55,52,30,Prevailing Direction,80,55,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
Heavy Rain (<1.5 inch),20,215,Godsday,Ambyrwoodmoon,6,80,65,67,20,From Tropics,85,65,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,35,216,Moonday,Ambyrwoodmoon,7,80,60,47,35,Prevailing Direction,85,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),25,217,Twiceday,Ambyrwoodmoon,8,80,65,59,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,10,218,Thriceday,Ambyrwoodmoon,9,85,65,65,10,From Tropics,95,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,219,Fourday,Ambyrwoodmoon,10,80,65,60,10,Prevailing Direction,85,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,220,Freeday,Ambyrwoodmoon,11,80,65,60,10,Prevailing Direction,85,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,221,Godsday,Ambyrwoodmoon,12,80,60,41,25,Prevailing Direction,85,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,222,Moonday,Ambyrwoodmoon,13,75,55,70,40,Prevailing Direction,75,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),30,223,Twiceday,Ambyrwoodmoon,14,80,60,47,30,Prevailing Direction,85,60,Normal,15,-1/-2/-3/X,-1,0.75,50,30,15,10
Heavy Rain (<1.5 inch),40,224,Thriceday,Ambyrwoodmoon,15,75,55,67,40,Prevailing Direction,75,55,Normal,20,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,40,225,Fourday,Ambyrwoodmoon,16,75,55,51,40,Prevailing Direction,75,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,226,Freeday,Ambyrwoodmoon,17,80,60,51,25,Prevailing Direction,85,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,227,Godsday,Ambyrwoodmoon,18,80,65,49,10,Prevailing Direction,85,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,228,Moonday,Ambyrwoodmoon,19,85,65,56,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,229,Twiceday,Ambyrwoodmoon,20,80,60,57,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,230,Thriceday,Ambyrwoodmoon,21,80,60,67,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,231,Fourday,Ambyrwoodmoon,22,75,55,45,25,Prevailing Direction,80,55,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
Heavy Rain (<1.5 inch),15,232,Freeday,Ambyrwoodmoon,23,80,60,56,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,15,233,Godsday,Ambyrwoodmoon,24,80,60,67,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,234,Moonday,Ambyrwoodmoon,25,75,55,49,25,Prevailing Direction,80,55,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,40,235,Twiceday,Ambyrwoodmoon,26,70,50,61,40,From Arctic,70,50,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,236,Thriceday,Ambyrwoodmoon,27,65,45,50,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),35,237,Fourday,Ambyrwoodmoon,28,70,50,54,35,Prevailing Direction,70,50,Normal,17.5,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,45,238,Freeday,Ambyrwoodmoon,29,65,45,68,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),45,239,Godsday,Ambyrwoodmoon,30,65,45,57,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,45,240,Moonday,Wintermoon,1,65,45,82,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,241,Twiceday,Wintermoon,2,70,50,88,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),45,242,Thriceday,Wintermoon,3,65,45,74,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,243,Fourday,Wintermoon,4,70,50,85,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,244,Freeday,Wintermoon,5,70,55,90,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,35,245,Godsday,Wintermoon,6,70,55,83,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,246,Moonday,Wintermoon,7,70,55,78,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,247,Twiceday,Wintermoon,8,70,55,79,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,248,Thriceday,Wintermoon,9,75,55,85,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,249,Fourday,Wintermoon,10,80,65,72,5,From Tropics,90,75,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,250,Freeday,Wintermoon,11,75,55,83,20,From Arctic,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),30,251,Godsday,Wintermoon,12,70,55,88,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Moderate Rain (<3/4 inch),0,252,Moonday,Wintermoon,13,80,65,85,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,253,Twiceday,Wintermoon,14,75,55,71,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,254,Thriceday,Wintermoon,15,70,55,85,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,255,Fourday,Wintermoon,16,65,45,73,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),45,256,Freeday,Wintermoon,17,65,45,75,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,257,Godsday,Wintermoon,18,70,50,85,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,258,Moonday,Wintermoon,19,65,45,81,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),35,259,Twiceday,Wintermoon,20,70,55,81,35,From Tropics,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),0,260,Thriceday,Wintermoon,21,80,65,73,0,Indescernable,90,75,Morning Mist/Fog: 3 hours,0,-,-,-,150,100,25,15
No Precipitation,0,261,Fourday,Wintermoon,22,85,65,87,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,262,Freeday,Wintermoon,23,75,55,83,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,263,Godsday,Wintermoon,24,75,55,79,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),5,264,Moonday,Wintermoon,25,80,60,87,5,Prevailing Direction,90,70,Normal,2.5,-,-,-,400,250,50,25
No Precipitation,5,265,Twiceday,Wintermoon,26,80,60,88,5,Prevailing Direction,90,70,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,266,Thriceday,Wintermoon,27,75,55,80,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),30,267,Fourday,Wintermoon,28,70,55,80,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Light Rain (<1/2 inch),20,268,Freeday,Wintermoon,29,75,55,86,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Trace Rain (<1/8 inch),30,269,Godsday,Wintermoon,30,70,55,73,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Heavy Rain (<1.5 inch),20,270,Moonday,Bloodmoon,1,75,55,78,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,35,271,Twiceday,Bloodmoon,2,70,55,72,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,272,Thriceday,Bloodmoon,3,70,50,84,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
Heavy Rain (<1.5 inch),45,273,Fourday,Bloodmoon,4,65,45,81,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,45,274,Freeday,Bloodmoon,5,70,50,81,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,275,Godsday,Bloodmoon,6,65,45,76,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),45,276,Moonday,Bloodmoon,7,65,45,72,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
Moderate Rain (<3/4 inch),35,277,Twiceday,Bloodmoon,8,70,50,90,35,Prevailing Direction,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Heavy Rain (<1.5 inch),0,278,Thriceday,Bloodmoon,9,80,60,78,0,Indescernable,90,70,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,279,Fourday,Bloodmoon,10,80,60,79,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,280,Freeday,Bloodmoon,11,80,65,75,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,281,Godsday,Bloodmoon,12,80,60,84,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,282,Moonday,Bloodmoon,13,70,55,73,10,From Arctic,80,65,Normal,5,-,-,-,50,30,15,10
No Precipitation,0,283,Twiceday,Bloodmoon,14,75,55,90,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,284,Thriceday,Bloodmoon,15,80,60,73,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,285,Fourday,Bloodmoon,16,70,55,84,10,From Arctic,80,65,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,286,Freeday,Bloodmoon,17,75,55,82,0,Indescernable,85,65,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,287,Godsday,Bloodmoon,18,70,55,85,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,288,Moonday,Bloodmoon,19,70,50,76,25,Prevailing Direction,75,50,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
Heavy Rain (<1.5 inch),15,289,Twiceday,Bloodmoon,20,75,55,85,15,From Tropics,85,65,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
Heavy Rain (<1.5 inch),5,290,Thriceday,Bloodmoon,21,80,60,79,5,Prevailing Direction,90,70,Normal,2.5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,291,Fourday,Bloodmoon,22,80,65,86,0,Indescernable,90,75,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,292,Freeday,Bloodmoon,23,70,55,72,0,Indescernable,80,65,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,293,Godsday,Bloodmoon,24,75,55,81,0,Indescernable,85,65,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,294,Moonday,Bloodmoon,25,75,55,82,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,295,Twiceday,Bloodmoon,26,80,60,77,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,296,Thriceday,Bloodmoon,27,80,60,87,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,297,Fourday,Bloodmoon,28,80,65,85,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),10,298,Freeday,Bloodmoon,29,75,55,84,10,From Arctic,85,65,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),20,299,Godsday,Bloodmoon,30,70,55,85,20,Prevailing Direction,75,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,35,300,Moonday,Jola,1,70,50,84,35,From Arctic,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,301,Twiceday,Jola,2,75,55,87,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,302,Thriceday,Jola,3,80,65,86,10,From Tropics,90,75,Normal,5,-,-,-,400,250,50,25
No Precipitation,25,303,Fourday,Jola,4,80,60,79,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,304,Freeday,Jola,5,80,65,87,10,Prevailing Direction,90,75,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,305,Godsday,Jola,6,85,65,77,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,306,Moonday,Jola,7,80,65,81,10,Prevailing Direction,90,75,Normal,5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,307,Twiceday,Jola,8,85,65,84,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,308,Thriceday,Jola,9,80,65,85,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,309,Fourday,Jola,10,75,55,73,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,310,Freeday,Jola,11,80,65,71,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,311,Godsday,Jola,12,85,65,81,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,312,Moonday,Jola,13,85,65,83,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,313,Twiceday,Jola,14,85,65,77,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,314,Thriceday,Jola,15,85,70,75,0,Indescernable,100,80,Heatwave,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),10,315,Fourday,Jola,16,85,70,83,10,From Arctic,100,80,Heatwave,5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),20,316,Freeday,Jola,17,85,70,74,20,From Arctic,95,75,Heatwave,10,0/-1/-2/-3,-,-,150,100,25,15
Moderate Rain (<3/4 inch),30,317,Godsday,Jola,18,85,70,87,30,Prevailing Direction,95,75,Heatwave,15,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,15,318,Moonday,Jola,19,85,65,75,15,Prevailing Direction,100,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,319,Twiceday,Jola,20,80,60,86,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,320,Thriceday,Jola,21,80,65,89,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,321,Fourday,Jola,22,80,65,74,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,322,Freeday,Jola,23,80,65,89,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,323,Godsday,Jola,24,80,60,85,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),20,324,Moonday,Jola,25,80,65,82,20,Prevailing Direction,85,70,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Light Rain (<1/2 inch),10,325,Twiceday,Jola,26,85,65,89,10,Prevailing Direction,100,75,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,326,Thriceday,Jola,27,85,65,78,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,327,Fourday,Jola,28,85,65,88,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,328,Freeday,Jola,29,85,65,78,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
Trace Rain (<1/8 inch),10,329,Godsday,Jola,30,80,65,80,10,Prevailing Direction,90,75,Normal,5,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,330,Moonday,Aftjola,1,85,70,70,0,Indescernable,95,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,331,Twiceday,Aftjola,2,85,65,55,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,332,Thriceday,Aftjola,3,85,70,67,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,333,Fourday,Aftjola,4,85,70,56,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,334,Freeday,Aftjola,5,85,70,49,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,335,Godsday,Aftjola,6,85,70,55,0,Indescernable,95,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,336,Moonday,Aftjola,7,85,70,69,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,337,Twiceday,Aftjola,8,80,60,67,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,338,Thriceday,Aftjola,9,80,65,60,5,Prevailing Direction,85,70,Normal,2.5,-,-,-,150,100,25,15
No Precipitation,5,339,Fourday,Aftjola,10,80,65,65,5,Prevailing Direction,85,70,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,340,Freeday,Aftjola,11,85,65,57,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,341,Godsday,Aftjola,12,75,55,42,0,Indescernable,80,60,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,342,Moonday,Aftjola,13,70,50,57,10,From Arctic,75,50,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,343,Twiceday,Aftjola,14,70,55,62,0,Indescernable,75,60,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,344,Thriceday,Aftjola,15,70,55,45,0,Indescernable,75,60,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,345,Fourday,Aftjola,16,70,50,67,15,Prevailing Direction,75,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),25,346,Freeday,Aftjola,17,70,50,42,25,Prevailing Direction,70,50,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
Moderate Rain (<3/4 inch),35,347,Godsday,Aftjola,18,70,50,60,35,From Arctic,70,50,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Heavy Rain (<1.5 inch),45,348,Moonday,Aftjola,19,70,50,67,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
Moderate Rain (<3/4 inch),35,349,Twiceday,Aftjola,20,75,55,46,35,From Tropics,80,55,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),25,350,Thriceday,Aftjola,21,80,60,70,25,Prevailing Direction,85,60,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,40,351,Fourday,Aftjola,22,75,55,50,40,Prevailing Direction,75,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,352,Freeday,Aftjola,23,80,60,45,25,Prevailing Direction,85,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),15,353,Godsday,Aftjola,24,85,65,65,15,From Tropics,95,70,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,30,354,Moonday,Aftjola,25,80,65,58,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,0,355,Twiceday,Aftjola,26,70,55,63,0,Indescernable,75,60,Extreme Precipitation,0,-,-,-,500,300,50,25
No Precipitation,0,356,Thriceday,Aftjola,27,70,55,57,0,Indescernable,75,60,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,357,Fourday,Aftjola,28,75,55,63,0,Indescernable,80,60,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,358,Freeday,Aftjola,29,85,65,57,0,Indescernable,95,70,Morning Mist/Fog: 1 hours,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,359,Godsday,Aftjola,30,85,70,64,0,Indescernable,95,75,Normal,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),10,360,Moonday,Springmoon,1,85,65,77,10,Prevailing Direction,100,75,Normal,5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,361,Twiceday,Springmoon,2,85,70,88,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),10,362,Thriceday,Springmoon,3,80,65,90,10,From Arctic,90,75,Normal,5,-,-,-,150,100,25,15
Trace Rain (<1/8 inch),0,363,Fourday,Springmoon,4,85,70,74,0,Indescernable,100,80,Normal,0,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,364,Freeday,Springmoon,5,80,60,84,0,Indescernable,90,70,Normal,0,-,-,-,150,100,25,15
